run_id,dataset_type,imbalance_ratio,model,strategy,train_set_size,accuracy,f1_macro,f1_minority,precision_minority,recall_minority,roc_auc
1,imbalanced,5:1,nflow,Naive Oversampling,494,0.7098445595854922,0.6880628030477949,0.6056338028169014,0.8113207547169812,0.48314606741573035,0.8615492653414002
1,imbalanced,5:1,ctgan,Naive Oversampling,494,0.7461139896373057,0.7398277806817244,0.6993865030674846,0.7702702702702703,0.6404494382022472,0.8193063958513396
1,imbalanced,5:1,tvae,Naive Oversampling,494,0.7616580310880829,0.7569003285870756,0.7228915662650602,0.7792207792207793,0.6741573033707865,0.8610630942091617
2,imbalanced,5:1,baseline,N/A,494,0.7564766839378239,0.7466554950425919,0.6967741935483871,0.8181818181818182,0.6067415730337079,0.883480985306828
2,imbalanced,5:1,ddpm,Naive Oversampling,494,0.7564766839378239,0.7455468596594574,0.6928104575163399,0.828125,0.5955056179775281,0.8673833189282628
2,imbalanced,5:1,nflow,Naive Oversampling,494,0.7512953367875648,0.7383050847457627,0.68,0.8360655737704918,0.5730337078651685,0.8690579083837511
2,imbalanced,5:1,ctgan,Naive Oversampling,494,0.7305699481865285,0.7224557522123893,0.675,0.7605633802816901,0.6067415730337079,0.839833621434745
2,imbalanced,5:1,tvae,Naive Oversampling,494,0.7616580310880829,0.7569003285870756,0.7228915662650602,0.7792207792207793,0.6741573033707865,0.8610630942091617
3,imbalanced,5:1,baseline,N/A,494,0.7564766839378239,0.7466554950425919,0.6967741935483871,0.8181818181818182,0.6067415730337079,0.883480985306828
3,imbalanced,5:1,ddpm,Naive Oversampling,494,0.7512953367875648,0.7395411605937922,0.6842105263157895,0.8253968253968254,0.5842696629213483,0.8704083837510803
3,imbalanced,5:1,nflow,Naive Oversampling,494,0.7409326424870466,0.7299037169726825,0.6753246753246753,0.8,0.5842696629213483,0.85269014693172
3,imbalanced,5:1,ctgan,Naive Oversampling,494,0.7305699481865285,0.7234347442680776,0.6790123456790124,0.7534246575342466,0.6179775280898876,0.8456136560069145
3,imbalanced,5:1,tvae,Naive Oversampling,494,0.7616580310880829,0.7569003285870756,0.7228915662650602,0.7792207792207793,0.6741573033707865,0.8610630942091617
1,imbalanced,50:1,baseline,N/A,420,0.6217616580310881,0.5280541319130405,0.3177570093457944,0.9444444444444444,0.19101123595505617,0.80023768366465
1,imbalanced,50:1,ddpm,Naive Oversampling,420,0.5854922279792746,0.45294784580498865,0.1836734693877551,1.0,0.10112359550561797,0.7728500432152118
1,imbalanced,50:1,nflow,Naive Oversampling,420,0.5699481865284974,0.4205462108880449,0.12631578947368421,1.0,0.06741573033707865,0.7882994814174589
